@relation kin8nm-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute y numeric

@data
0.548682,0.97617,0.691784,0.221045,0.314899,0.646346,0.13318,0.944737,0.361648
0.013309,0.773904,0.804544,0.446017,0.670326,0.471704,0.867367,0.928386,0.396257
0.651661,0.566093,0.852846,0.202327,0.689652,0.964532,0.67068,0.33695,0.203734
0.652081,0.177884,0.603984,0.979217,0.4723,0.958815,0.401672,0.818256,0.204891
0.724307,0.06634,0.226313,0.472054,0.820511,0.892879,0.800878,0.82674,0.649991
0.531171,0.502237,0.089664,0.644538,0.595257,0.976281,0.342448,0.292391,0.421153
0.724533,0.023935,0.569845,0.530732,0.139986,0.374873,0.559448,0.504512,0.452607
0.329715,0.85717,0.491273,0.49661,0.202181,0.909136,0.177145,0.84611,0.473135
0.116115,0.909002,0.019501,0.206074,0.404589,0.136554,0.688552,0.597013,0.625158
0.395269,0.971281,0.413049,0.929458,0.928112,0.417035,0.729605,0.293018,0.599407
0.792294,0.621135,0.38733,0.466465,0.848576,0.359738,0.626241,0.026623,0.571015
0.104995,0.190023,0.148728,0.735269,0.21838,0.599481,0.613177,0.217938,0.467077
0.509194,0.07043,0.205493,0.904073,0.642247,0.009329,0.089694,0.151909,0.682558
0.397674,0.240865,0.202277,0.986894,0.823502,0.658401,0.099434,0.267517,0.827017
0.214964,0.498034,0.14324,0.453352,0.853347,0.033299,0.785004,0.783008,0.859955
0.625449,0.399733,0.968475,0.431286,0.409564,0.420235,0.58733,0.873836,0.310064
0.150776,0.378387,0.860102,0.702431,0.518592,0.127404,0.726193,0.215057,0.359093
0.892787,0.64292,0.55575,0.198147,0.768591,0.674764,0.27906,0.769957,0.539112
0.964683,0.301465,0.61338,0.747355,0.068339,0.976621,0.335855,0.686913,0.228603
0.247337,0.937288,0.139383,0.955869,0.166122,0.08739,0.7618,0.059556,0.300498
0.676795,0.329793,0.144072,0.207202,0.431313,0.313627,0.656601,0.306795,0.614027
0.065739,0.00497,0.958484,0.871959,0.031696,0.795459,0.810413,0.407172,0.332051
0.784439,0.141873,0.970229,0.425831,0.360659,0.027986,0.571448,0.115627,0.241568
0.103901,0.888772,0.338216,0.054177,0.664074,0.157787,0.829241,0.951708,0.496223
0.129862,0.000492,0.739407,0.916278,0.622461,0.193875,0.981156,0.994495,0.520066
0.423681,0.884404,0.149085,0.038555,0.314766,0.580508,0.86939,0.549921,0.55709
0.277221,0.592507,0.199678,0.444141,0.426042,0.198105,0.668748,0.422414,0.686799
0.911363,0.07204,0.46808,0.680052,0.439649,0.669515,0.946489,0.093115,0.243997
0.160248,0.291344,0.237093,0.204265,0.112491,0.785462,0.300243,0.886109,0.431428
0.08082,0.843666,0.269873,0.53695,0.143211,0.046276,0.320176,0.336518,0.661523
0.234715,0.965014,0.156125,0.959349,0.393304,0.475935,0.282185,0.557804,0.626715
0.565831,0.2956,0.52072,0.675013,0.279566,0.047009,0.859974,0.8245,0.576672
0.224631,0.364746,0.896777,0.545793,0.876284,0.789611,0.430181,0.681481,0.301481
0.093386,0.41116,0.910619,0.523435,0.873888,0.763077,0.893157,0.830136,0.08073
0.408672,0.420383,0.544141,0.895427,0.607926,0.912105,0.064271,0.326411,0.407152
0.045227,0.422331,0.508687,0.708946,0.052423,0.030666,0.875589,0.823605,0.607182
0.068423,0.154885,0.677352,0.660324,0.696698,0.17938,0.837997,0.649395,0.711812
0.901651,0.56547,0.259913,0.76597,0.881084,0.028556,0.115771,0.9898,0.161622
0.93584,0.706738,0.774135,0.718443,0.524681,0.732342,0.318032,0.718008,0.407014
0.511909,0.792744,0.790288,0.216527,0.093141,0.473217,0.252872,0.266686,0.245812
0.02736,0.184249,0.252115,0.546598,0.965003,0.373788,0.26069,0.813229,0.803649
0.798941,0.042381,0.72737,0.045108,0.809982,0.671706,0.636664,0.39391,0.554447
0.822007,0.857849,0.865798,0.546472,0.655799,0.600456,0.777471,0.405669,0.288499
0.458395,0.312075,0.279899,0.936739,0.567307,0.381798,0.99836,0.878663,0.408806
0.676995,0.238538,0.669407,0.79415,0.427802,0.265752,0.963564,0.281902,0.106157
0.417611,0.398424,0.723078,0.172084,0.018608,0.342743,0.230646,0.356805,0.315981
0.262156,0.394703,0.73466,0.854528,0.423645,0.022269,0.761443,0.266338,0.461532
0.728915,0.861378,0.383894,0.56438,0.164732,0.082465,0.649392,0.969401,0.647225
0.973823,0.621845,0.39899,0.8051,0.077813,0.563535,0.665726,0.127296,0.25467
0.845082,0.115408,0.098229,0.145104,0.374953,0.008326,0.150286,0.911981,0.667458
0.241703,0.117428,0.514115,0.568891,0.881971,0.810878,0.333915,0.825114,0.796221
0.991423,0.072519,0.902989,0.597456,0.437497,0.109066,0.160297,0.986276,0.183983
0.625763,0.343289,0.316079,0.52315,0.955489,0.533754,0.556289,0.532511,0.748259
0.428352,0.813937,0.707832,0.098531,0.926623,0.582624,0.10305,0.051243,0.530889
0.769456,0.343755,0.495545,0.092203,0.831709,0.756892,0.544355,0.685093,0.664147
0.301551,0.641654,0.798897,0.781712,0.783245,0.980825,0.551013,0.501349,0.119249
0.790836,0.019447,0.948592,0.19021,0.319502,0.741736,0.440984,0.726437,0.385482
0.607995,0.439158,0.709728,0.399398,0.015126,0.319027,0.427607,0.823851,0.397034
0.81391,0.956569,0.367424,0.948592,0.90324,0.518627,0.629398,0.781093,0.792175
0.380462,0.378065,0.604262,0.936441,0.873862,0.410544,0.669152,0.708706,0.527279
0.948488,0.241738,0.905747,0.795433,0.155538,0.274672,0.723977,0.056316,0.230356
0.075206,0.180027,0.664767,0.723919,0.562936,0.229889,0.051674,0.88236,0.422283
0.884234,0.081054,0.747601,0.223804,0.97592,0.73279,0.1951,0.366881,0.464801
0.233132,0.783487,0.863823,0.807907,0.279346,0.991412,0.416697,0.481155,0.121677
0.953543,0.613602,0.083521,0.304851,0.176624,0.62544,0.295987,0.588023,0.257073
0.022082,0.590323,0.329509,0.474996,0.909134,0.188935,0.801204,0.31431,0.81455
0.092113,0.364098,0.410411,0.078249,0.927316,0.586379,0.82512,0.609874,0.917411
0.019059,0.5244,0.041802,0.344972,0.465906,0.852305,0.726198,0.279362,0.586623
0.297183,0.490183,0.205839,0.550159,0.3614,0.2118,0.373529,0.697896,0.708454
0.388808,0.461764,0.019442,0.876787,0.121953,0.777538,0.865492,0.50777,0.741393
0.211302,0.851381,0.41889,0.54847,0.158201,0.900417,0.162353,0.550596,0.462167
0.084422,0.625847,0.536724,0.50594,0.310582,0.644415,0.104968,0.771023,0.569059
0.771306,0.377039,0.871509,0.961995,0.119504,0.036795,0.778197,0.596306,0.334239
0.385603,0.990955,0.255188,0.12316,0.000443,0.172018,0.189815,0.425802,0.66125
0.344737,0.245096,0.37842,0.895346,0.1557,0.333105,0.610685,0.990769,0.685841
0.55539,0.607941,0.414694,0.363352,0.29287,0.068254,0.199318,0.978354,0.433631
0.753417,0.455925,0.031955,0.341361,0.460975,0.779761,0.297634,0.490885,0.657346
0.746689,0.732744,0.711704,0.877045,0.505436,0.256864,0.477283,0.98681,0.462366
0.681522,0.846635,0.571207,0.881072,0.681094,0.000032,0.432993,0.494574,0.600055
0.506769,0.856302,0.378873,0.537023,0.645792,0.448239,0.136415,0.94621,0.497467
0.632255,0.309785,0.020978,0.177948,0.394798,0.680982,0.240927,0.67361,0.574716
0.523289,0.748941,0.240583,0.370029,0.380746,0.460501,0.533021,0.647281,0.571856
0.271152,0.053962,0.923462,0.518662,0.236466,0.70677,0.088342,0.481315,0.54213
0.907827,0.48966,0.378709,0.695043,0.577099,0.777582,0.381808,0.272073,0.468065
0.733016,0.655619,0.267097,0.064682,0.995479,0.636433,0.995087,0.276396,0.388709
0.901035,0.715992,0.512934,0.412518,0.971313,0.90499,0.973804,0.879096,0.424158
0.590592,0.317736,0.056268,0.388756,0.860821,0.473056,0.319002,0.560479,0.900591
0.338942,0.376449,0.322185,0.156756,0.008613,0.675695,0.556923,0.737782,0.36193
0.17707,0.090251,0.328203,0.340552,0.461038,0.624619,0.754084,0.348331,0.632475
0.791259,0.33928,0.468202,0.288167,0.566589,0.398765,0.977987,0.96043,0.543403
0.711364,0.429164,0.278996,0.160007,0.363603,0.372865,0.612024,0.470245,0.532934
0.009588,0.986331,0.478812,0.95122,0.148955,0.162328,0.698804,0.35669,0.248091
0.127369,0.530548,0.584712,0.089311,0.931641,0.506418,0.024782,0.32987,0.431895
0.522544,0.812355,0.340128,0.196966,0.159375,0.249749,0.28082,0.91675,0.552306
0.742507,0.770221,0.869016,0.909233,0.036683,0.434814,0.922616,0.925021,0.155678
0.401935,0.682712,0.362299,0.680376,0.16839,0.089622,0.111404,0.816514,0.694889
0.820699,0.020125,0.484507,0.659533,0.546934,0.828566,0.926979,0.56352,0.208083
0.468967,0.826409,0.313307,0.47987,0.053699,0.319041,0.430682,0.819877,0.62566
0.346674,0.939099,0.109601,0.958604,0.131734,0.756699,0.311449,0.047519,0.398373
0.123636,0.765389,0.636486,0.155179,0.521346,0.737834,0.633862,0.160109,0.405252
0.791185,0.469353,0.466134,0.834649,0.049218,0.743842,0.695541,0.979145,0.092829
0.465396,0.387901,0.521744,0.579673,0.834035,0.697812,0.18311,0.764848,0.679791
0.325277,0.536974,0.110907,0.745588,0.857833,0.2499,0.932667,0.890021,0.805345
0.515709,0.806233,0.590999,0.278284,0.798272,0.978183,0.015091,0.033211,0.628476
0.880218,0.878237,0.00633,0.123742,0.862048,0.346242,0.417968,0.870748,0.627323
0.731078,0.954213,0.060327,0.669493,0.619812,0.822854,0.662526,0.358265,0.48828
0.318425,0.76856,0.543705,0.802517,0.803039,0.348618,0.381196,0.777211,0.654132
0.364809,0.760627,0.179828,0.738708,0.962897,0.732628,0.713438,0.514735,0.649835
0.884937,0.442627,0.877951,0.688334,0.418536,0.276996,0.939987,0.519151,0.237693
0.038139,0.251999,0.523671,0.359413,0.307058,0.268125,0.02872,0.680606,0.49622
0.949355,0.61531,0.489731,0.161346,0.896792,0.218362,0.4575,0.136126,0.569072
0.64394,0.289039,0.098884,0.44652,0.508443,0.051301,0.975584,0.205184,0.623087
0.89841,0.094015,0.520237,0.653192,0.21181,0.912247,0.229377,0.968064,0.472253
0.473151,0.592917,0.784457,0.931317,0.217987,0.414356,0.441055,0.673587,0.372481
0.670296,0.959825,0.257809,0.697698,0.022983,0.328172,0.616137,0.261931,0.194634
0.841377,0.094851,0.425887,0.673445,0.949966,0.185521,0.826394,0.954045,0.649688
0.990018,0.641527,0.135522,0.208859,0.118392,0.216399,0.137703,0.245805,0.452257
0.007606,0.893359,0.256129,0.714187,0.308578,0.062946,0.874382,0.148455,0.34095
0.821295,0.094377,0.180748,0.71264,0.430938,0.583626,0.551649,0.263302,0.592451
0.496724,0.681088,0.335796,0.72131,0.722995,0.579999,0.118166,0.987804,0.606117
0.820825,0.731355,0.072081,0.384455,0.801985,0.638634,0.565091,0.189281,0.580153
0.599682,0.49744,0.072784,0.887652,0.258652,0.895281,0.012988,0.883544,0.467371
0.114866,0.413733,0.891793,0.092499,0.420298,0.334156,0.073999,0.256009,0.343999
0.405808,0.658392,0.156363,0.76113,0.906888,0.735556,0.35354,0.514492,0.754719
0.913659,0.321277,0.511275,0.398,0.17759,0.472652,0.968217,0.438043,0.388467
0.7475,0.876235,0.173379,0.462798,0.150845,0.888467,0.424382,0.563963,0.23804
0.306875,0.310031,0.485906,0.132283,0.695202,0.845585,0.431928,0.252168,0.754042
0.271322,0.888758,0.825323,0.164993,0.7449,0.283961,0.248497,0.011042,0.51428
0.762782,0.756284,0.064276,0.731242,0.927486,0.30164,0.73549,0.557329,0.769289
0.139634,0.458464,0.901046,0.249235,0.322922,0.365541,0.519821,0.843927,0.460533
0.655291,0.39478,0.651119,0.074617,0.494051,0.093242,0.264142,0.941425,0.102409
0.65492,0.142778,0.389137,0.315091,0.356056,0.653235,0.64955,0.304657,0.602807
0.43395,0.093081,0.517458,0.508959,0.306175,0.228626,0.316642,0.493768,0.640072
0.860782,0.908507,0.074044,0.686348,0.056107,0.509095,0.893063,0.407455,0.506464
0.102668,0.655472,0.067614,0.992893,0.608443,0.238894,0.479879,0.872475,0.714705
0.413679,0.248918,0.002035,0.243851,0.731758,0.045311,0.050267,0.358931,0.36938
0.186893,0.844663,0.876403,0.606064,0.078315,0.2574,0.540478,0.972092,0.459175
0.879548,0.711209,0.504545,0.146821,0.804468,0.998855,0.396601,0.325218,0.592391
0.478384,0.937084,0.062285,0.410327,0.972078,0.703275,0.590855,0.793758,0.815849
0.602031,0.917982,0.447422,0.576642,0.705849,0.056977,0.965697,0.407994,0.705491
0.588626,0.895528,0.058724,0.832849,0.666548,0.291844,0.078112,0.934402,0.512983
0.311717,0.535326,0.596376,0.34663,0.207275,0.755479,0.474712,0.36,0.454727
0.631904,0.115598,0.370746,0.399841,0.01285,0.232791,0.220034,0.928441,0.576851
0.620821,0.319971,0.43523,0.387291,0.657571,0.501143,0.421498,0.260167,0.695294
0.365172,0.940884,0.156517,0.551631,0.351455,0.621354,0.967977,0.330743,0.558933
0.997151,0.774351,0.107281,0.60927,0.001995,0.535981,0.386142,0.586411,0.319646
0.893834,0.071909,0.652348,0.004853,0.233672,0.004045,0.827131,0.24842,0.291911
0.571434,0.098983,0.038068,0.220826,0.621416,0.876331,0.525599,0.055159,0.547546
0.38935,0.083776,0.45001,0.762823,0.753301,0.916331,0.357669,0.461021,0.362775
0.324374,0.53531,0.555257,0.836397,0.098571,0.04651,0.346172,0.450273,0.695509
0.342644,0.84474,0.319993,0.957636,0.213205,0.414486,0.141082,0.96419,0.756431
0.386468,0.007872,0.491442,0.877913,0.668027,0.518239,0.662566,0.624085,0.541332
0.892502,0.907048,0.852344,0.465064,0.066846,0.87879,0.057726,0.939435,0.319265
0.179803,0.141332,0.173142,0.206673,0.06466,0.231291,0.892172,0.892569,0.409322
0.726759,0.801278,0.511732,0.983145,0.335694,0.294816,0.508821,0.81736,0.543725
0.739759,0.60783,0.857271,0.462196,0.126672,0.708631,0.415377,0.764875,0.281632
0.217296,0.587383,0.970957,0.020245,0.461752,0.053148,0.119594,0.345302,0.359722
0.81297,0.954305,0.574586,0.81836,0.565649,0.945484,0.559267,0.084041,0.252974
0.588272,0.320313,0.177304,0.91961,0.57582,0.893543,0.142348,0.501555,0.559102
0.368775,0.67864,0.447038,0.015401,0.493557,0.130168,0.938166,0.179356,0.680456
0.544008,0.599109,0.590661,0.427783,0.050508,0.109708,0.431804,0.214705,0.345614
0.475007,0.024187,0.322886,0.850261,0.511588,0.324953,0.157771,0.85154,0.727262
0.846181,0.104801,0.107807,0.889073,0.064878,0.09401,0.125296,0.786228,0.905831
0.72817,0.859673,0.492355,0.959935,0.998184,0.554457,0.380847,0.936675,0.68661
0.454623,0.959454,0.205928,0.505928,0.418504,0.459403,0.843929,0.528254,0.426886
0.289136,0.852404,0.506724,0.765381,0.772754,0.257117,0.808071,0.56872,0.642829
0.145443,0.813274,0.676323,0.814935,0.022677,0.251814,0.21647,0.142886,0.471435
0.277895,0.198188,0.971733,0.378705,0.799495,0.140802,0.535372,0.730728,0.527558
0.226795,0.282917,0.614713,0.28256,0.415424,0.805926,0.596025,0.881622,0.635063
0.467435,0.213309,0.546099,0.95795,0.002062,0.896672,0.846409,0.984349,0.176788
0.589766,0.410334,0.411559,0.154739,0.365614,0.705097,0.484327,0.156359,0.533033
0.47522,0.535435,0.350154,0.44947,0.931748,0.669284,0.802182,0.001498,0.30071
0.42918,0.943983,0.372986,0.207269,0.95107,0.906523,0.259424,0.278501,0.794519
0.700647,0.862703,0.086964,0.007246,0.667211,0.235459,0.375952,0.229501,0.679751
0.905237,0.900199,0.196893,0.427353,0.338765,0.321269,0.588292,0.332489,0.41754
0.199276,0.031609,0.662178,0.63103,0.735153,0.19946,0.893968,0.906526,0.730138
0.9783,0.826302,0.233591,0.591654,0.129695,0.429182,0.699552,0.21181,0.333325
0.077769,0.154505,0.416281,0.031934,0.268682,0.459404,0.588506,0.228992,0.687939
0.957821,0.176578,0.696184,0.203031,0.974937,0.282911,0.497542,0.781294,0.321981
0.91782,0.121784,0.7467,0.806865,0.760279,0.668924,0.879513,0.089371,0.214275
0.673811,0.278061,0.724564,0.796031,0.36721,0.860509,0.792323,0.011514,0.282543
0.903406,0.615342,0.701551,0.766223,0.755561,0.057934,0.574847,0.493351,0.531333
0.432787,0.827364,0.950345,0.963859,0.093777,0.364593,0.955689,0.396898,0.242424
0.306997,0,0.181706,0.442871,0.65792,0.175491,0.892803,0.583142,0.877987
0.305124,0.615769,0.425447,0.34189,0.206801,0.681298,0.127188,0.335504,0.470857
0.830103,0.998602,0.74543,0.764277,0.050502,0.765732,0.177871,0.529575,0.342919
0.516714,0.759959,0.384304,0.273869,0.400332,0.517182,0.884981,0.744961,0.598223
0.771831,0.21641,0.29922,0.938812,0.386791,0.134317,0.667119,0.913106,0.673727
0.213038,0.527944,0.362228,0.628666,0.824116,0.838956,0.558996,0.72282,0.699422
0.262893,0.05187,0.280495,0.870488,0.165503,0.906241,0.595211,0.074949,0.774478
0.10992,0.32926,0.671538,0.717564,0.019162,0.490227,0.167772,0.811861,0.622015
0.282331,0.039295,0.542466,0.444118,0.736877,0.197995,0.183521,0.419576,0.597125
0.774208,0.003286,0.358825,0.288327,0.107248,0.825049,0.844716,0.439374,0.723832
0.156295,0.833005,0.087075,0.842803,0.032298,0.222495,0.032675,0.921761,0.769631
0.646898,0.792978,0.059451,0.580275,0.483,0.495257,0.90407,0.067573,0.442748
0.613921,0.121878,0.814236,0.858613,0.64082,0.730203,0.451409,0.93523,0.3701
0.411685,0.860569,0.721828,0.198885,0.833208,0.530144,0.618897,0.261113,0.595731
0.670134,0.029906,0.726595,0.141719,0.966759,0.926528,0.211714,0.215647,0.490696
0.119494,0.20104,0.839955,0.693168,0.325745,0.381927,0.615913,0.67817,0.536433
0.172611,0.222092,0.967631,0.578069,0.930848,0.43325,0.053909,0.236342,0.487138
0.855531,0.020056,0.684596,0.792607,0.831483,0.812515,0.74006,0.22045,0.138276
0.854368,0.670214,0.000018,0.235816,0.971235,0.627156,0.308559,0.336285,0.822275
0.305184,0.993198,0.984787,0.622974,0.551366,0.025937,0.060144,0.655904,0.392808
0.851884,0.946761,0.005229,0.239511,0.552874,0.720603,0.514882,0.292125,0.555615
0.564186,0.54402,0.550868,0.696572,0.890232,0.222316,0.266608,0.046709,0.621368
0.580262,0.216671,0.570143,0.765698,0.271636,0.48795,0.08458,0.550945,0.680783
0.7397,0.915368,0.503171,0.145697,0.609905,0.940545,0.170699,0.630626,0.655865
0.222337,0.952136,0.977556,0.526992,0.306466,0.918366,0.372262,0.779962,0.279806
0.545482,0.872479,0.482913,0.648352,0.943948,0.237223,0.580084,0.709225,0.704652
0.239242,0.175412,0.510719,0.62304,0.982547,0.972789,0.971587,0.765466,0.309945
0.636173,0.521716,0.828866,0.353479,0.634381,0.709091,0.065794,0.267191,0.489422
0.377871,0.382191,0.603013,0.469877,0.634712,0.777593,0.473013,0.298967,0.460674
0.412603,0.581409,0.915919,0.070956,0.197814,0.823152,0.667058,0.949565,0.331092
0.111113,0.572409,0.603844,0.819215,0.019901,0.34418,0.530576,0.011823,0.198039
0.335551,0.311969,0.876617,0.287807,0.150643,0.17113,0.003617,0.675199,0.246661
0.181826,0.455168,0.104917,0.109149,0.296082,0.398576,0.606074,0.330233,0.6152
0.715999,0.014147,0.917167,0.483216,0.436561,0.188663,0.721659,0.021238,0.294707
0.90989,0.365538,0.586221,0.168565,0.224324,0.013187,0.09855,0.791153,0.4482
0.393938,0.714455,0.713552,0.727413,0.525498,0.481076,0.919875,0.660525,0.153757
0.433325,0.484212,0.639674,0.911138,0.822438,0.443621,0.053205,0.900044,0.423452
0.349587,0.104577,0.041049,0.669851,0.972947,0.08419,0.912216,0.353307,0.996038
0.065527,0.107775,0.558213,0.820234,0.311863,0.544772,0.353949,0.510993,0.550219
0.219323,0.848414,0.007668,0.406968,0.642121,0.726435,0.8265,0.677685,0.528238
0.879165,0.750621,0.55007,0.131581,0.707138,0.208957,0.908962,0.087919,0.567516
0.037884,0.278388,0.16401,0.36315,0.325387,0.013809,0.665037,0.625708,0.723347
0.656954,0.108841,0.032783,0.956012,0.907625,0.933166,0.569696,0.189047,0.409394
0.612493,0.752376,0.64133,0.602863,0.560473,0.923657,0.394959,0.951034,0.440679
0.403811,0.777055,0.867309,0.35258,0.581601,0.146705,0.987578,0.674701,0.531341
0.349639,0.526912,0.666309,0.369644,0.657949,0.999011,0.790715,0.974976,0.401251
0.946191,0.707233,0.661268,0.06251,0.690373,0.314859,0.552981,0.754602,0.44005
0.456648,0.12469,0.951091,0.910605,0.586647,0.480056,0.512178,0.813772,0.353554
0.323162,0.102727,0.708929,0.72343,0.452748,0.299072,0.820616,0.516265,0.324741
0.974846,0.002019,0.939154,0.001247,0.250577,0.221676,0.034837,0.220628,0.377926
0.02816,0.54017,0.092704,0.629167,0.716799,0.725566,0.253052,0.329678,0.770185
0.243234,0.509644,0.672833,0.286083,0.683048,0.619567,0.289999,0.702998,0.624895
0.722917,0.502079,0.317345,0.142477,0.482645,0.503847,0.179032,0.19326,0.545019
0.170974,0.379113,0.975309,0.425542,0.677944,0.049614,0.395849,0.715088,0.504003
0.339842,0.845506,0.727974,0.196253,0.718561,0.5734,0.953016,0.232593,0.306268
0.297209,0.890812,0.013042,0.911958,0.294129,0.765066,0.981548,0.26409,0.739613
0.826451,0.286994,0.862227,0.458719,0.624865,0.326455,0.449173,0.216153,0.390783
0.146721,0.728166,0.261085,0.592957,0.703709,0.328769,0.038675,0.170253,0.76497
0.756062,0.903694,0.468909,0.933303,0.703243,0.212366,0.742175,0.337251,0.673633
0.19339,0.765838,0.161828,0.077041,0.866309,0.300614,0.84978,0.867728,0.81316
0.065659,0.019563,0.354844,0.049643,0.239011,0.133151,0.121357,0.639823,0.70571
0.447648,0.391341,0.190219,0.731078,0.33843,0.245211,0.182016,0.245339,0.677142
0.055069,0.347781,0.504638,0.489211,0.111505,0.186556,0.538986,0.313778,0.568245
0.47404,0.302811,0.627703,0.906247,0.572836,0.608743,0.326986,0.677747,0.56485
0.605211,0.55472,0.846604,0.497388,0.353665,0.62277,0.722523,0.122396,0.152833
0.034752,0.041414,0.701676,0.284153,0.133106,0.333684,0.618672,0.632861,0.490055
0.025396,0.603656,0.043829,0.73028,0.591189,0.798169,0.42663,0.322612,0.604171
0.798711,0.451395,0.276964,0.094247,0.776631,0.557929,0.20615,0.031503,0.705328
0.950648,0.591982,0.337919,0.113093,0.175832,0.793544,0.118312,0.183923,0.357536
0.370719,0.247877,0.738419,0.744145,0.603578,0.844239,0.024759,0.905374,0.5357
0.2151,0.355983,0.554788,0.041929,0.980615,0.677844,0.893005,0.876845,0.674537
0.91934,0.132071,0.443652,0.136003,0.169269,0.741439,0.515167,0.75768,0.375602
0.218796,0.151755,0.702996,0.666011,0.317264,0.327347,0.044811,0.518708,0.594358
