@relation puma8NH-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute thetad1 numeric
@attribute thetad2 numeric
@attribute thetad3 numeric
@attribute tau1 numeric
@attribute tau2 numeric
@attribute thetadd3 numeric

@data
0.3871,0.220461,0.205718,0.09057,0.514306,0.297037,0.273848,0.43945,0.299297
0.867754,0.622379,0.948201,0.604912,0.231847,0.337121,0.857355,0.033777,0.825458
0.0697,0.314835,0.111741,0.920092,0.96919,0.40222,0.790033,0.598348,0.556945
0.815179,0.099809,0.00944,0.894475,0.454115,0.946916,0.036129,0.268359,0.401555
0.596736,0.154374,0.359835,0.846146,0.269189,0.763392,0.037025,0.315204,0.520684
0.885699,0.182733,0.60591,0.825977,0.330966,0.754726,0.404806,0.359526,0.782694
0.181575,0.379624,0.162116,0.41987,0.53081,0.604681,0.006086,0.34995,0.608134
0.14704,0.017346,0.127529,0.234524,0.72097,0.739479,0.202323,0.371355,0.422545
0.334663,0.019797,0.294319,0.920987,0.004754,0.643932,0.600498,0.224129,0.495524
0.632271,0.318765,0.109438,0.229924,0.415696,0.422449,0.719809,0.392431,0.393511
0.180165,0.681944,0.264225,0.23967,0.194558,0.78605,0.786203,0.227904,0.431281
0.073356,0.765147,0.575331,0.981742,0.029146,0.478463,0.99913,0.741542,0.772836
0.562629,0.995311,0.895662,0.747795,0.453801,0.677755,0.957225,0.474018,0.242644
0.22203,0.220986,0.029579,0.290596,0.023916,0.598874,0.425045,0.506802,0.641724
0.57706,0.509413,0.816944,0.992246,0.542317,0.9518,0.106304,0.657729,0.840683
0.101231,0.193655,0.033809,0.380373,0.765119,0.536304,0.980628,0.784309,0.270621
0.438072,0.818258,0.506402,0.723701,0.544106,0.010675,0.156127,0.976138,0.815675
0.718639,0.747079,0.142818,0.141089,0.506194,0.989854,0.567377,0.571916,0.44863
0.15993,0.636291,0.579363,0.74363,0.455828,0.721286,0.473421,0.529173,0.878548
0.965918,0.273688,0.093577,0.69963,0.005269,0.287208,0.092173,0.163475,0.386886
0.926559,0.841504,0.886925,0.932357,0.08905,0.012586,0.275034,0.377075,0.540157
0.55028,0.474573,0.727986,0.158918,0.121189,0.011028,0.08333,0.541457,0.549836
0.737376,0.620708,0.892183,0.284257,0.494889,0.050905,0.200816,0.047834,0.889002
0.541765,0.367332,0.729652,0.163225,0.503291,0.219334,0.526747,0.737633,0.724255
0.839414,0.368553,0.24504,0.850408,0.891418,0.652419,0.203644,0.583584,0.426202
0.444131,0.632062,0.562306,0.120164,0.847545,0.484065,0.136354,0.669477,0.937146
0.885613,0.736886,0.948878,0.984872,0.621268,0.50028,0.623018,0.702689,0.823184
0.979982,0.60632,0.26375,0.25517,0.685542,0.458267,0.628357,0.428496,0.407313
0.571096,0.289514,0.876969,0.644219,0.812261,0.631929,0.893406,0.905658,0.647595
0.170718,0.919753,0.992266,0.072684,0.920817,0.632259,0.446869,0.278482,0.545706
0.492132,0.296547,0.986999,0.551037,0.855062,0.781348,0.775686,0.484623,0.616231
0.194414,0.135144,0.414298,0.020593,0.509792,0.457283,0.092312,0.497453,0.205251
0.064533,0.488566,0.709483,0.249145,0.420217,0.385151,0.965385,0.627277,0.700602
0.526854,0.795029,0.397014,0.589421,0.90068,0.273426,0.49604,0.664373,0.76993
0.955832,0.77864,0.161907,0.905031,0.857944,0.209577,0.562661,0.321485,0.454873
0.581462,0.478761,0.045411,0.32945,0.992941,0.475445,0.283013,0.485971,0.455094
0.715864,0.102242,0.86863,0.515006,0.336797,0.728162,0.026513,0.646021,0.714033
0.492255,0.351967,0.703942,0.131924,0.4699,0.178675,0.275097,0.435813,0.706324
0.246035,0.633854,0.649336,0.549154,0.210351,0.148616,0.153112,0.315884,0.899229
0.120475,0.589788,0.622963,0.380838,0.58917,0.178431,0.177246,0.907716,0.914471
0.224405,0.141104,0.508711,0.514486,0.59418,0.364187,0.677617,0.297939,0.373835
0.599796,0.594228,0.179235,0.075073,0.081065,0.847581,0.776564,0.242232,0.448831
0.644905,0.652941,0.199083,0.605382,0.135828,0.980226,0.784343,0.975179,0.42598
0.856154,0.678757,0.744553,0.544638,0.315346,0.310329,0.63755,0.917834,0.829323
0.352388,0.895306,0.441569,0.281852,0.072334,0.134325,0.005387,0.605613,0.637868
0.26791,0.239353,0.472895,0.673913,0.83234,0.999993,0.949486,0.419591,0.225724
0.576996,0.430807,0.72588,0.778379,0.426255,0.831561,0.559815,0.486183,0.748342
0.637121,0.827278,0.981112,0.638229,0.147045,0.454844,0.113756,0.900319,0.248509
0.746695,0.224638,0.356022,0.772468,0.077538,0.573504,0.106584,0.35031,0.190899
0.289497,0.017166,0.107197,0.565969,0.781862,0.856537,0.268365,0.299032,0.566547
0.035845,0.391508,0.736928,0.426555,0.883636,0.894614,0.128135,0.537433,0.602417
0.430936,0.897423,0.991635,0.454622,0.551239,0.84683,0.143674,0.705424,0.497891
0.310423,0.67634,0.166,0.685327,0.639128,0.594974,0.885404,0.445945,0.491525
0.737849,0.577086,0.312102,0.744529,0.557422,0.748847,0.613001,0.357448,0.667928
0.680414,0.377325,0.550477,0.34901,0.693988,0.374144,0.996897,0.226852,0.42639
0.935412,0.613208,0.936326,0.060173,0.672703,0.730868,0.490709,0.074096,0.692177
0.738778,0.176495,0.851515,0.918483,0.925378,0.258326,0.756136,0.909746,0.421037
0.438881,0.415468,0.127911,0.654871,0.824738,0.27623,0.627513,0.245172,0.451489
0.057412,0.821567,0.071138,0.637409,0.360806,0.141762,0.982245,0.978598,0.304281
0.089311,0.883127,0.89988,0.634115,0.001408,0.410406,0.361229,1,0.791849
0.531627,0,0.829136,0.870757,0.866588,0.452824,0.169496,0.67783,0.371553
0.357609,0.62731,0.764528,0.201508,0.870344,0.565984,0.728379,0.426448,0.826484
0.999071,0.4136,0.754826,0.174235,0.527417,0.590345,0.11017,0.62713,0.856484
0.921726,0.616559,0.20937,0.459131,0.327069,0.285303,0.079435,0.07251,0.413371
0.365486,0.008264,0.617232,0.08294,0.28704,0.702316,0.697443,0.51263,0.283912
0.763514,0.869108,0.47145,0.39386,0.416707,0.40706,0.133781,0.43935,0.71811
0.730665,0.835406,0.483297,0.477151,0.165605,0.30159,0.781912,0.106497,0.7669
0.69969,0.301845,0.964102,0.800691,0.379563,0.303644,0.295107,0.731643,0.912597
0.765877,0.585197,0.522656,0.854735,0.60958,0.118597,0.718522,0.765375,0.735749
0.412259,0.017415,0.302106,0.76813,0.189551,0.658015,0.245479,0.671298,0.558754
0.589677,0.538975,0.270348,0.121,0.900346,0.658811,0.629143,0.628197,0.412582
0.118154,0.583762,0.415227,0.636652,0.64774,0.290264,0.452455,0.162804,0.660696
0.63897,0.914311,0.598566,0.426394,0.16306,0.543239,0.518604,0.879488,0.86845
0.664637,0.237841,0.088086,0.436502,0.036842,0.800869,0.808141,0.926337,0.652965
0.25103,0.577434,0.159654,0.044403,0.652401,0.615994,0.113155,0.779018,0.475103
0.26066,0.39625,0.383417,0.114358,0.276612,0.481542,0.743762,0.956299,0.202135
0.535587,0.551157,0.862226,0.900697,0.022201,0.781186,0.057637,0.726222,0.857208
0.634337,0.05051,0.084108,0.59606,0.474964,0.261817,0.424394,0.554832,0.526841
0.678368,0.995568,0.210262,0.451135,0.957305,0.706039,0.264552,0.206106,0.6758
0.700843,0.687799,0.592976,0.493158,0.162173,0.636681,0.755049,0.646475,0.900986
0.519733,0.12824,0.464103,0.939557,0.089626,0.691582,0.320708,0.990355,0.104938
0.093513,0.500235,0.677631,0.012275,0.728456,0.521267,0.289057,0.042377,0.673483
0.692106,0.847941,0.988975,0.761042,0.070472,0.847268,0.519722,0.677694,0.624506
0.057538,0.940689,0.585065,0.556412,0.177224,0.535191,0.27671,0.543582,0.797328
0.630151,0.702292,0.998758,0.14851,0.207072,0.050201,0.365428,0.553957,0.682614
0.243379,0.994451,0.464028,0.670275,0.685925,0.887276,0.818284,0.397987,0.638958
0.968778,0.329212,0.551959,0.254535,0.003955,0.211121,0.507042,0.563072,0.20612
0.671122,0.21774,0.510565,0.666941,0.656861,0.546526,0.760634,0.517067,0.292363
0.694354,0.633851,0.612334,0.770051,0.464064,0.109436,0.762406,0.295807,0.873363
0.015675,0.429286,0.17022,0.597209,0.789318,0.134577,0.240738,0.989727,0.470458
0.711245,0.489381,0.40806,0.207408,0.016439,0.966853,0.0508,0.832409,0.517512
0.707919,0.592132,0.979988,0.742989,0.676051,0.991924,0.348363,0.762406,0.722741
0.257203,0.307334,0.138365,0.314402,0.102002,0.623113,0.746834,0.593944,0.439569
0.885195,0.720955,0.424747,0.616177,0.545084,0.441361,0.536267,0.74467,0.771226
0.523021,0.377868,0.668071,0.372981,0.537801,0.063432,0.705893,0.518752,0.704611
0.772902,0.638976,0.672816,0.095185,0.064375,0.404492,0.981024,0.460761,0.866382
0.237622,0.241177,0.106431,0.70199,0.670981,0.789778,0.430083,0.175591,0.329075
0.278135,0.072716,0.003317,0.00242,0.120115,0.96211,0.346317,0.370248,0.68359
0.256136,0.376331,0.859787,0.915935,0.115555,0.343295,0.603358,0.297325,0.84837
0.657452,0.492056,0.333495,0.231941,0.312542,0.183552,0.242407,0.02389,0.540146
0.61877,0.449696,0.935225,0.560468,0.332053,0.027099,0.151058,0.795914,0.874604
0.570881,0.666772,0.483242,0.539221,0.282493,0.292961,0.774151,0.682567,0.78105
0.353162,0.909325,0.868825,0.791464,0.316419,0.340183,0.317753,0.322233,0.463226
0.005689,0.609193,0.507541,0.855015,0.326415,0.285849,0.268164,0.906661,0.882482
0.822026,0.156333,0.264432,0.720344,0.126598,0.896613,0.71802,0.334185,0.390884
0.156518,0.292542,0.730254,0.283287,0.20246,0.548963,0.711491,0.602056,0.482229
0.497942,0.930884,0.921005,0.611346,0.37092,0.076443,0.340723,0.366208,0.170356
0.13244,0.668153,0.669515,0.628089,0.742444,0.542185,0.803598,0.569819,0.808452
0.628426,0.718082,0.164761,0.864728,0.556703,0.666665,0.601035,0.239944,0.651669
0.185187,0.085699,0.036502,0.619424,0.114026,0.67079,0.932286,0.360732,0.392658
0.431787,0.196448,0.947418,0.450015,0.124457,0.931853,0.910965,0.017675,0.864763
0.904419,0.777534,0.587628,0.614714,0.968783,0.558288,0.414268,0.389789,0.762558
0.780755,0.608818,0.216258,0.203955,0.988352,0.377317,0.324372,0.564669,0.458398
0.491246,0.395421,0.458255,0.663327,0.928803,0.813269,0.177832,0.75856,0.192125
0.162966,0.653376,0.515132,0.419729,0.168155,0.160965,0.671897,0.175945,0.75293
0.193584,0.184265,0.335415,0.486742,0.341135,0.619958,0.737872,0.975771,0.095217
0.669541,0.648055,0.138165,0.956857,0.812632,0.872668,0.336421,0.055791,0.406382
0.569711,0.012266,0.818218,0.407031,0.762883,0.969817,0.860611,0.748976,0.506712
0.869903,0.738072,0.883043,0.702749,0.423926,0.694777,0.013346,0.355041,0.841803
0.509621,0.196521,0.169137,0.39257,0.73874,0.307649,0.597591,0.363825,0.513751
0.547483,0.458508,0.934912,0.30243,0.905391,0.436739,0.857007,0.184392,0.869947
0.910996,0.306457,0.414372,0.275129,0.096352,0.701233,0.497926,0.356214,0.195931
0.841026,0.456344,0.579042,0.341324,0.524514,0.813576,0.340103,0.952116,0.588355
0.49328,0.592732,0.061176,0.250908,0.048345,0.068909,0.744373,0.221076,0.396166
0.538678,0.492995,0.092133,0.435285,0.586254,0.194237,0.787346,0.447127,0.394873
0.879525,0.429022,0.752347,0.515795,0.584882,0.135106,0.135215,0.528962,0.729024
0.793749,0.962685,0.990398,0.679804,0.833438,0.453975,0.503953,0.655023,0.523889
0.166707,0.526125,0.469273,0.818224,0.03287,0.05031,0.193754,0.359686,0.481173
0.044767,0.316368,0.854056,0.619775,0.01487,0.611521,0.943878,0.176615,0.701549
0.109397,0.425904,0.376943,0.328401,0.360628,0.150955,0.474174,0.182604,0.430082
0.587983,0.069617,0.963852,0.602373,0.563921,0.940761,0.604853,0.402419,0.895375
0.37964,0.865517,0.16614,0.041833,0.456314,0.891166,0.191999,0.857807,0.622913
0.474056,0.523724,0.147874,0.10671,0.7472,0.450457,0.378123,0.916212,0.429963
0.735529,0.582198,0.15111,0.471061,0.816536,0.455626,0.248148,0.510142,0.53075
0.665613,0.639957,0.146087,0.066244,0.705002,0.427926,0.764519,0.798961,0.483143
0.719396,0.471452,0.302617,0.36586,0.868434,0.463155,0.769028,0.578681,0.396405
0.804028,0.700365,0.633027,0.492574,0.354572,0.399743,0.167489,0.940457,0.870552
0.32342,0.090022,0.647951,0.279471,0.060166,0.691751,0.152172,0.520492,0.101742
0.744629,0.507101,0.991017,0.074355,0.009607,0.173814,0.593971,0.526903,0.761077
0.410195,0.335775,0.774752,0.009204,0.115173,0.930682,0.222797,0.453296,0.475193
0.710011,0.756615,0.285786,0.547517,0.696447,0.688369,0.329045,0.092659,0.502721
0.729939,0.635481,0.984623,0.634113,0.964234,0.133583,0.545376,0.817736,0.863015
0.227781,0.872242,0.107431,0.499582,0.120914,0.403057,0.869846,0.973116,0.357266
0.973133,0.514221,0.564231,0.469931,0.824107,0.679806,0.433862,0.686082,0.266249
0.495013,0.702396,0.735895,0.065185,0.898211,0.785502,0.578056,0.048619,0.858091
0.127017,0.532841,0.269341,0.202636,0.822166,0.055251,0.217845,0.232271,0.491731
0.011767,0.758855,0.903866,0.607727,0.547487,0.818389,0.218299,0.873192,0.767904
0.220196,0.405459,0.037941,0.805349,0.656254,0.353972,0.021433,0.282165,0.411649
0.823051,0.391654,0.203016,0.693616,0.943545,0.513573,0.010612,0.423493,0.414581
0.292068,0.218311,0.095486,0.785318,0.02841,0.114924,0.992906,0.146251,0.475126
0.710457,0.242001,0.94413,0.192873,0.750595,0.49388,0.06845,0.468378,0.927879
0.456987,0.677581,0.000937,0.007968,0.347528,0.043585,0.186452,0.643863,0.381755
0.092961,0.226469,0.105434,0.954437,0.141826,0.761256,0.140619,0.35919,0.521491
0.712694,0.838805,0.565352,0.30646,0.630245,0.347238,0.864644,0.536895,0.936228
0.528176,0.00733,0.920489,0.948988,0.584769,0.238152,0.743074,0.399734,0.452558
0.019746,0.831787,0.703334,0.911432,0.430824,0.610015,0.646732,0.241701,0.64035
0.040352,0.130232,0.922554,0.638402,0.046029,0.156129,0.414796,0.247468,0.562328
0.287566,0.562587,0.815976,0.723085,0.181274,0.587781,0.016714,0.968109,0.764628
0.883514,0.469475,0.104709,0.770766,0.479455,0.709552,0.299655,0.158916,0.437153
0.083282,0.570829,0.230674,0.451285,0.472495,0.767318,0.014647,0.23066,0.399744
0.607438,0.006572,0.192669,0.831783,0.896004,0.709286,0.826633,0.709269,0.482886
0.404896,0.293574,0.05135,0.137539,0.834453,0.517129,0.768127,0.445699,0.606031
0.698732,0.200341,0.326299,0.303132,0.703743,0.283095,0.992328,0.431313,0.392635
0.931985,0.028594,0.036954,0.225021,0.010364,0.900515,0.295863,0.430993,0.7194
0.813094,0.054834,0.707214,0.11586,0.517455,0.212812,0.934749,0.744826,0.168595
0.793449,0.924563,0.775382,0.598924,0.608002,0.601958,0.25005,0.483063,0.480111
0.811893,0.870955,0.490039,0.765768,0.481209,0.196834,0.434821,0.797834,0.832731
0.477789,0.255267,0.738893,0.452451,0.067184,0.612089,0.503793,0.97959,0.363534
0.988429,0.572939,0.654906,0.154067,0.595746,0.678823,0.919625,0.561592,0.875244
0.912424,0.303543,0.475784,0.224353,0.792647,0.08021,0.651704,0.805818,0.358739
0.612726,0.870797,0.829116,0.523163,0.404826,0.776123,0.975821,0.017464,0.554645
0.445749,0.828826,0.981571,0.347997,0.679982,0.035698,0.651988,0.56967,0.510719
0.688922,0.340292,0.622767,0.094644,0.976641,0.593393,0.325259,0.468924,0.160755
0.715297,0.573217,0.326145,0.719116,0.477556,0.807135,0.102283,0.074171,0.536792
0.597418,0.618538,0.439638,0.831515,0.388359,0.09856,0.008545,0.669582,0.62085
0.53988,0.70606,0.265319,0.610354,0.687897,0.024188,0.233241,0.978004,0.601366
0.573476,0.288279,0.126796,0.901153,0.688307,0.913156,0.715149,0.071674,0.634534
0.56519,0.024577,0.572447,0.524444,0.947215,0.168645,0.73726,0.678706,0.180464
0.725,0.636546,0.874445,0.2348,0.344959,0.868558,0.272865,0.922149,0.785079
0.208665,0.619214,0.80106,0.081584,0.500093,0.487533,0.420699,0.465317,0.867832
0.608183,0.536112,0.196179,0.813609,0.47098,0.320856,0.522584,0.776754,0.528693
0.403698,0.151229,0.53298,0.322958,0.884894,0.042461,0.304684,0.680801,0.347513
0.183203,0.731628,0.660357,0.745198,0.808986,0.603032,0.292783,0.674513,0.896773
0.23437,0.594739,0.759231,0.189932,0.328145,0.355477,0.310808,0.600125,0.727431
0.780096,0.528793,0.275764,0.125999,0.906263,0.078386,0.987213,0.466495,0.398932
0.370114,0.784137,0.488357,0.487981,0.168809,0.138595,0.755826,0.714403,0.904161
0.34763,0.932209,0.181694,0.409041,0.546285,0.616815,0.906506,0.08132,0.694167
0.519213,0.387265,0.486984,0.422413,0.26113,0.357269,0.433013,0.422939,0.724571
0.832788,0.013676,0.495475,0.097454,0.189699,0.138695,0.435884,0.668299,0.261961
0.050812,0.901073,0.275756,0.000029,0.937109,0.366377,0.471968,0.110512,0.444569
0.747853,0.67994,0.620595,0.59447,0.748662,0.02752,0.231147,0.798269,0.856048
0.939813,0.572859,0.321041,0.958136,0.314238,0.688742,0.595942,0.661239,0.557988
0.897293,0.017225,0.093418,0.037216,0.875354,0.735592,0.866279,0.002926,0.546172
0.780997,0.666703,0.323288,0.718271,0.284507,0.132833,0.940203,0.398388,0.681892
0.04117,0.878964,0.988882,0.193962,0.048372,0.527186,0.755718,0.890389,0.680641
0.861869,0.731037,0.733115,0.347782,0.060709,0.805678,0.616476,0.741097,0.794073
0.862466,0.759135,0.600255,0.803655,0.18913,0.589517,0.182124,0.901729,0.89334
0.00188,0.598508,0.063514,0.532366,0.070812,0.564488,0.583954,0.188339,0.526767
0.912065,0.270067,0.284877,0.258607,0.443399,0.891046,0.168475,0.499542,0.33852
0.291823,0.096364,0.140916,0.175062,0.432743,0.856254,0.509896,0.534656,0.519109
0.447327,0.346355,0.443664,0.482281,0.37294,0.012572,0.026936,0.760799,0.725792
0.618393,0.10935,0.225216,0.733816,0.529438,0.550294,0.065884,0.328591,0.379877
0.815325,0.551633,0.854059,0.660734,0.352209,0.694185,0.059982,0.147564,0.861035
0.197188,0.751768,0.889604,0.956429,0.621398,0.691381,0.9422,0.968739,0.841011
0.844708,0.33962,0.342129,0.314498,0.711789,0.473825,0.071,0.33193,0.337476
0.294281,0.411294,0.023024,0.155238,0.283314,0.087843,0.910294,0.735584,0.641905
0.326411,0.347959,0.392864,0.86048,0.160853,0.455806,0.27351,0.757571,0.303612
0.195203,0.389895,0.655436,0.059738,0.365575,0.26412,0.115258,0.130337,0.671283
0.60404,0.910607,0.387718,0.385277,0.174416,0.351765,0.942638,0.334044,0.582183
0.716863,0.894644,0.32296,0.202354,0.082123,0.613934,0.500208,0.704859,0.782663
0.740768,0.627181,0.592567,0.623809,0.814945,0.7333,0.361241,0.18677,0.776909
0.617102,0.4161,0.7334,0.143856,0.995996,0.814384,0.921133,0.897418,0.572044
0.490052,0.336085,0.97737,0.753942,0.75328,0.605826,0.243867,0.572429,0.868962
0.78895,0.32752,0.130497,0.092255,0.832687,0.843644,0.612056,0.467496,0.453091
0.611871,0.509588,0.748587,0.337631,0.473123,0.328667,0.787494,0.922506,0.820749
0.853398,0.361985,0.930517,0.447431,0.706881,0.00437,0.202209,0.455592,0.857391
0.994955,0.233669,0.021657,0.182045,0.784725,0.960636,0.576337,0.163005,0.453058
0.362183,0.490038,0.43412,0.11562,0.485058,0.866795,0.648977,0.978747,0.562313
0.70035,0.38986,0.07298,0.596049,0.284738,0.025065,0.970692,0.815323,0.461775
0.21149,0.096135,0.299772,0.560215,0.096122,0.830152,0.882557,0.584974,0.125528
0.163392,0.818829,0.095457,0.293979,0.875533,0.74653,0.689512,0.215702,0.70796
0.326932,0.098474,0.583051,0.704843,0.625386,0.7006,0.853522,0.625204,0.161623
0.517142,0.580665,0.405652,0.736277,0.882741,0.861468,0.135461,0.655211,0.503905
0.335651,0.624814,0.838815,0.506596,0.004395,0.606328,0.694604,0.78766,0.895899
0.888906,0.084332,0.081855,0.733726,0.01566,0.879044,0.485378,0.475803,0.345124
0.47293,0.608724,0.623145,0.451059,0.679643,0.345907,0.496161,0.70001,0.881427
0.913507,0.505003,0.754379,0.674695,0.968203,0.812809,0.45587,0.552936,0.782232
0.105396,0.196962,0.567621,0.431385,0.050515,0.533095,0.056905,0.423937,0.145212
0.912052,0.060038,0.099052,0.701934,0.740194,0.73755,0.777918,0.998249,0.322528
0.175049,0.714092,0.162579,0.205812,0.189258,0.736618,0.127383,0.910216,0.437984
0.674379,0.959501,0.518995,0.335158,0.906763,0.481302,0.717282,0.921199,0.708313
0.265939,0.11901,0.469545,0.3786,0.970744,0.516023,0.166974,0.296147,0.057244
0.296075,0.554542,0.709585,0.964064,0.928194,0.578539,0.713081,0.322146,0.831021
0.978481,0.391445,0.68489,0.985588,0.660559,0.685197,0.02331,0.824698,0.597129
0.642696,0.525101,0.271329,0.604867,0.474236,0.032264,0.950512,0.655967,0.583953
0.477061,0.028673,0.35388,0.773306,0.161919,0.371627,0.711247,0.503697,0.237946
0.699212,0.280426,0.254142,0.793866,0.686438,0.506708,0.64587,0.763599,0.20957
0.581268,0.223934,0.530153,0.833842,0.500843,0.088635,0.22954,0.794195,0.299242
0.053598,0.723392,0.350156,0.2033,0.983474,0.410357,0.523893,0.772005,0.414794
0.656993,0.780444,0.46937,0.438051,0.06658,0.461938,0.304814,0.85874,0.645756
0.286772,0.216407,0.134151,0.502996,0.502551,0.788984,0.08319,0.183213,0.299314
0.918049,0.830163,0.437182,0.568194,0.183288,0.42298,0.654726,0.587535,0.725268
0.474449,0.128196,0.728929,0.016576,0.014428,0.180807,0.100883,0.52639,0.345564
0.724382,0.259134,0.684968,0.292816,0.337987,0.731408,0.565419,0.665706,0.530302
0.975072,0.097339,0.522222,0.55178,0.331706,0.191573,0.024693,0.06621,0.112127
0.091173,0.176232,0.430302,0.958889,0.967671,0.881603,0.478175,0.427384,0.1555
0.293891,0.852039,0.809884,0.354907,0.803238,0.0227,0.238877,0.713902,0.712271
0.468384,0.211348,0.161786,0.876519,0.710132,0.621789,0.493615,0.914094,0.453491
0.346037,0.159464,0.846116,0.191463,0.062222,0.228935,0.861321,0.693024,0.620509
0.696939,0.077888,0.872803,0.626544,0.775162,0.289495,0.526153,0.74819,0.802869
0.298904,0.086502,0.524396,0.081165,0.458682,0.676495,0.801125,0.024246,0.230796
0.303589,0.829461,0.651588,0.391466,0.195862,0.693162,0.865123,0.576352,0.909626
0.637491,0.045764,0.37974,0.317796,0.135973,0.415772,0.527843,0.151746,0.249115
0.829928,0.953611,0.591503,0.730947,0.308956,0.933175,0.128774,0.278365,0.813588
0.386179,0.756202,0.35097,0.886543,0.154379,0.686224,0.27148,0.642141,0.829835
0.411622,0.314619,0.484587,0.153651,0.615256,0.494793,0.420632,0.335886,0.21494
